registrationid,registrationdate,eventid
12915,2026-09-10,27
12916,2026-04-25,258
12917,2026-05-01,58
12918,2026-06-11,214
12919,2026-10-13,440
12920,2026-05-10,398
12921,2026-11-06,284
12922,2026-08-10,316
12923,2026-01-25,91
12924,2026-11-07,160
12925,2026-04-20,77
12926,2026-04-25,286
12927,2026-04-20,223
12928,2026-03-11,43
12929,2026-07-14,247
12930,2026-11-08,154
12931,2026-06-26,184
12932,2026-09-06,376
12933,2026-07-20,34
12934,2026-07-02,334
12935,2026-08-04,12
12936,2026-04-04,314
12937,2026-07-28,234
12938,2026-11-11,155
12939,2026-12-25,49
12940,2026-06-27,150
12941,2026-07-25,420
12942,2026-09-01,443
12943,2026-03-16,77
12944,2026-03-18,242
12945,2026-04-21,383
12946,2026-09-23,496
12947,2026-03-31,37
12948,2026-04-05,94
12949,2026-02-08,123
12950,2026-10-02,387
12951,2026-05-28,457
12952,2026-08-21,494
12953,2026-04-10,89
12954,2026-02-11,439
12955,2026-08-13,206
12956,2026-09-10,485
12957,2026-09-09,470
12958,2026-01-06,172
12959,2026-07-20,437
12960,2026-07-23,141
12961,2026-11-15,51
12962,2026-04-25,162
12963,2026-02-13,15
12964,2026-07-05,228
12965,2026-06-28,362
12966,2026-09-13,398
12967,2026-05-16,408
12968,2026-09-10,410
12969,2026-02-20,342
12970,2026-04-30,62
12971,2026-05-24,375
12972,2026-07-16,271
12973,2026-06-27,161
12974,2026-12-03,31
12975,2026-07-23,254
12976,2026-07-21,1
12977,2026-09-03,75
12978,2026-07-20,128
12979,2026-06-12,197
12980,2026-06-03,57
12981,2026-09-15,178
12982,2026-07-31,18
12983,2026-11-16,268
12984,2026-03-04,374
12985,2026-06-08,253
12986,2026-01-19,487
12987,2026-09-22,145
12988,2026-10-19,93
12989,2026-08-19,168
12990,2026-02-03,148
12991,2026-11-19,478
12992,2026-12-11,338
12993,2026-12-21,223
12994,2026-10-24,298
12995,2026-11-20,206
12996,2026-06-26,499
12997,2026-10-13,127
12998,2026-11-07,299
12999,2026-05-30,230
13000,2026-04-02,315
13001,2026-09-21,352
13002,2026-11-04,383
13003,2026-02-25,196
13004,2026-10-11,344
13005,2026-07-23,271
13006,2026-09-26,55
13007,2026-06-26,357
13008,2026-01-20,259
13009,2026-06-05,45
13010,2026-09-10,128
13011,2026-03-03,116
13012,2026-03-18,55
13013,2026-07-31,334
13014,2026-12-19,94
13015,2026-07-28,43
13016,2026-01-10,240
13017,2026-01-18,334
13018,2026-07-06,67
13019,2026-04-20,127
13020,2026-06-29,66
13021,2026-10-20,472
13022,2026-11-08,372
13023,2026-04-29,120
13024,2026-02-05,392
13025,2026-09-25,428
13026,2026-06-07,103
13027,2026-02-19,50
13028,2026-01-25,243
13029,2026-01-03,46
13030,2026-12-30,80
13031,2026-01-20,188
13032,2026-05-14,108
13033,2026-04-13,287
13034,2026-03-21,243
13035,2026-05-25,387
13036,2026-11-06,368
13037,2026-05-23,122
13038,2026-06-12,316
13039,2026-12-06,473
13040,2026-05-31,233
13041,2026-07-13,243
13042,2026-08-08,467
13043,2026-10-20,27
13044,2026-01-30,260
13045,2026-02-27,365
13046,2026-06-07,98
13047,2026-01-15,219
13048,2026-08-12,86
13049,2026-12-25,80
13050,2026-10-06,352
13051,2026-01-01,434
13052,2026-12-07,416
13053,2026-02-25,294
13054,2026-02-03,340
13055,2026-03-17,387
13056,2026-03-04,291
13057,2026-12-14,421
13058,2026-01-09,295
13059,2026-04-07,342
13060,2026-03-17,354
13061,2026-04-01,84
13062,2026-05-23,188
13063,2026-04-21,338
13064,2026-10-28,169
13065,2026-07-16,190
13066,2026-12-28,320
13067,2026-04-30,342
13068,2026-08-11,287
13069,2026-08-04,144
13070,2026-12-27,489
13071,2026-12-05,401
13072,2026-07-28,328
13073,2026-11-20,493
13074,2026-04-28,377
13075,2026-11-22,200
13076,2026-01-08,228
13077,2026-11-30,128
13078,2026-12-21,15
13079,2026-09-02,194
13080,2026-03-25,7
13081,2026-12-30,200
13082,2026-08-09,40
13083,2026-08-10,245
13084,2026-12-16,494
13085,2026-02-26,381
13086,2026-01-21,284
13087,2026-02-12,308
13088,2026-03-29,493
13089,2026-10-13,60
13090,2026-04-12,150
13091,2026-07-09,356
13092,2026-08-02,259
13093,2026-03-20,357
13094,2026-07-29,244
13095,2026-09-09,16
13096,2026-08-08,333
13097,2026-08-30,54
13098,2026-08-20,177
13099,2026-07-31,364
13100,2026-11-22,292
13101,2026-09-09,302
13102,2026-04-13,221
13103,2026-09-06,35
13104,2026-01-17,254
13105,2026-05-08,88
13106,2026-12-28,157
13107,2026-02-14,50
13108,2026-07-19,177
13109,2026-01-21,114
13110,2026-07-31,287
13111,2026-11-08,273
13112,2026-11-12,427
13113,2026-09-25,470
13114,2026-12-22,8
13115,2026-01-15,380
13116,2026-12-16,242
13117,2026-02-24,332
13118,2026-01-25,204
13119,2026-01-12,354
13120,2026-07-12,428
13121,2026-10-25,212
13122,2026-10-29,184
13123,2026-03-16,161
13124,2026-05-28,317
13125,2026-09-16,468
13126,2026-01-24,370
13127,2026-12-27,155
13128,2026-08-20,417
13129,2026-09-19,189
13130,2026-01-27,279
13131,2026-01-07,378
13132,2026-11-24,27
13133,2026-11-13,136
13134,2026-10-08,324
13135,2026-07-20,451
13136,2026-08-02,454
13137,2026-06-09,115
13138,2026-12-22,2
13139,2026-10-09,267
13140,2026-03-31,18
13141,2026-10-14,408
13142,2026-02-13,207
13143,2026-03-08,483
13144,2026-09-09,209
13145,2026-11-16,155
13146,2026-12-04,384
13147,2026-07-25,456
13148,2026-09-21,474
13149,2026-07-26,190
13150,2026-09-26,307
13151,2026-07-06,453
13152,2026-10-25,102
13153,2026-06-09,184
13154,2026-05-05,481
13155,2026-01-17,79
13156,2026-07-03,273
13157,2026-02-13,385
13158,2026-08-21,248
13159,2026-02-12,219
13160,2026-03-09,99
13161,2026-10-01,120
13162,2026-09-20,230
13163,2026-11-15,297
13164,2026-08-19,255
13165,2026-06-16,240
13166,2026-03-09,159
13167,2026-06-29,32
13168,2026-08-08,6
13169,2026-04-03,330
13170,2026-01-17,157
13171,2026-01-06,263
13172,2026-03-06,43
13173,2026-11-03,94
13174,2026-10-25,142
13175,2026-03-14,146
13176,2026-12-13,423
13177,2026-06-23,485
13178,2026-11-22,31
13179,2026-03-03,395
13180,2026-02-02,16
13181,2026-06-14,86
13182,2026-03-10,131
13183,2026-04-04,11
13184,2026-03-13,206
13185,2026-06-19,392
13186,2026-09-23,15
13187,2026-08-05,453
13188,2026-06-02,135
13189,2026-01-14,326
13190,2026-07-20,140
13191,2026-03-30,96
13192,2026-01-28,482
13193,2026-06-25,45
13194,2026-01-04,447
13195,2026-07-25,171
13196,2026-08-18,139
13197,2026-05-23,106
13198,2026-03-21,68
13199,2026-08-07,258
13200,2026-12-30,191
13201,2026-11-05,229
13202,2026-07-14,278
13203,2026-09-12,90
13204,2026-09-18,145
13205,2026-07-16,169
13206,2026-12-03,239
13207,2026-12-30,55
13208,2026-11-21,396
13209,2026-09-27,256
13210,2026-01-02,175
13211,2026-07-15,323
13212,2026-01-21,208
13213,2026-01-03,85
13214,2026-11-08,73
13215,2026-09-09,449
13216,2026-12-31,283
13217,2026-12-17,431
13218,2026-07-25,254
13219,2026-08-25,436
13220,2026-11-05,142
13221,2026-08-22,402
13222,2026-01-28,266
13223,2026-03-18,355
13224,2026-04-27,203
13225,2026-05-22,209
13226,2026-09-16,180
13227,2026-10-05,111
13228,2026-01-03,496
13229,2026-10-26,348
13230,2026-03-24,123
13231,2026-07-20,240
13232,2026-04-11,177
13233,2026-05-03,282
13234,2026-09-05,308
13235,2026-07-29,262
13236,2026-01-27,445
13237,2026-05-20,163
13238,2026-02-18,378
13239,2026-11-06,275
13240,2026-09-01,413
13241,2026-03-21,97
13242,2026-04-15,399
13243,2026-01-01,162
13244,2026-03-13,438
13245,2026-07-19,283
13246,2026-08-12,260
13247,2026-07-18,199
13248,2026-09-11,48
13249,2026-02-14,349
13250,2026-10-11,190
13251,2026-08-19,137
13252,2026-03-25,100
13253,2026-03-06,281
13254,2026-11-20,154
13255,2026-03-29,76
13256,2026-02-10,355
13257,2026-04-14,398
13258,2026-11-14,187
13259,2026-08-25,123
13260,2026-08-09,233
13261,2026-11-04,409
13262,2026-03-27,267
13263,2026-12-01,258
13264,2026-05-27,211
13265,2026-02-06,40
13266,2026-06-17,148
13267,2026-04-15,90
13268,2026-07-30,276
13269,2026-05-07,336
13270,2026-04-16,302
13271,2026-09-21,75
13272,2026-06-03,116
13273,2026-10-29,76
13274,2026-12-01,25
13275,2026-08-09,276
13276,2026-12-22,2
13277,2026-04-19,430
13278,2026-12-19,159
13279,2026-05-17,226
13280,2026-01-16,497
13281,2026-06-07,388
13282,2026-08-05,50
13283,2026-08-13,16
13284,2026-07-18,182
13285,2026-06-06,102
13286,2026-01-06,236
13287,2026-07-16,135
13288,2026-04-10,335
13289,2026-08-13,11
13290,2026-01-31,53
13291,2026-07-11,382
13292,2026-03-20,154
13293,2026-12-13,394
13294,2026-12-22,211
13295,2026-11-30,488
13296,2026-05-09,394
13297,2026-12-06,334
13298,2026-04-19,193
13299,2026-09-11,48
13300,2026-01-22,438
13301,2026-05-01,168
13302,2026-01-28,90
13303,2026-11-19,108
13304,2026-09-24,463
13305,2026-11-30,471
13306,2026-01-01,448
13307,2026-07-12,137
13308,2026-06-13,57
13309,2026-06-03,442
13310,2026-07-17,44
13311,2026-12-28,389
13312,2026-07-07,81
13313,2026-02-10,207
13314,2026-12-23,212
13315,2026-07-20,171
13316,2026-07-07,116
13317,2026-10-13,24
13318,2026-04-30,237
13319,2026-06-20,338
13320,2026-06-20,148
13321,2026-11-07,169
13322,2026-06-28,314
13323,2026-04-01,198
13324,2026-11-10,366
13325,2026-11-22,223
13326,2026-05-16,145
13327,2026-05-16,23
13328,2026-07-15,487
13329,2026-10-10,7
13330,2026-06-07,296
13331,2026-02-02,353
13332,2026-12-06,407
13333,2026-11-06,326
13334,2026-06-06,393
13335,2026-08-07,30
13336,2026-04-16,320
13337,2026-01-11,132
13338,2026-12-26,401
13339,2026-12-09,336
13340,2026-01-30,110
13341,2026-12-24,469
13342,2026-01-10,67
13343,2026-12-19,139
13344,2026-02-27,14
13345,2026-12-02,5
13346,2026-10-23,322
13347,2026-08-13,17
13348,2026-11-23,396
13349,2026-08-02,258
13350,2026-02-19,126
13351,2026-04-23,210
13352,2026-04-17,476
13353,2026-09-17,355
13354,2026-10-06,496
13355,2026-03-17,337
13356,2026-11-08,238
13357,2026-03-28,481
13358,2026-12-29,68
13359,2026-12-15,134
13360,2026-03-26,186
13361,2026-10-31,259
13362,2026-10-13,359
13363,2026-08-28,252
13364,2026-04-24,346
13365,2026-09-07,249
13366,2026-03-27,192
13367,2026-06-24,462
13368,2026-05-22,460
13369,2026-04-21,382
13370,2026-01-29,243
13371,2026-01-12,350
13372,2026-10-31,64
13373,2026-05-04,376
13374,2026-04-22,82
13375,2026-01-19,94
13376,2026-01-04,40
13377,2026-04-02,283
13378,2026-12-13,170
13379,2026-06-15,408
13380,2026-05-24,161
13381,2026-01-18,56
13382,2026-06-23,159
13383,2026-06-13,145
13384,2026-10-20,455
13385,2026-02-24,212
13386,2026-06-07,384
13387,2026-07-14,122
13388,2026-12-13,14
13389,2026-08-24,325
13390,2026-11-24,390
13391,2026-11-13,232
13392,2026-03-26,180
13393,2026-08-06,143
13394,2026-05-23,36
13395,2026-01-30,314
13396,2026-07-08,411
13397,2026-03-17,500
13398,2026-03-19,460
13399,2026-12-14,396
13400,2026-11-30,376
13401,2026-04-18,37
13402,2026-12-21,258
13403,2026-03-15,51
13404,2026-09-16,182
13405,2026-03-27,98
13406,2026-03-17,129
13407,2026-10-03,148
13408,2026-04-24,206
13409,2026-11-14,287
13410,2026-09-23,399
13411,2026-11-11,417
13412,2026-06-29,216
13413,2026-03-16,148
13414,2026-10-11,23
13415,2026-01-28,276
13416,2026-11-26,277
13417,2026-09-27,460
13418,2026-05-26,246
13419,2026-11-25,478
13420,2026-05-26,451
13421,2026-03-01,304
13422,2026-07-31,318
13423,2026-07-25,237
13424,2026-11-03,440
13425,2026-07-08,5
13426,2026-07-05,262
13427,2026-01-15,101
13428,2026-09-20,451
13429,2026-07-07,46
13430,2026-03-23,199
13431,2026-11-10,343
13432,2026-06-10,358
13433,2026-08-09,374
13434,2026-04-12,340
13435,2026-11-05,97
13436,2026-04-24,425
13437,2026-04-13,320
13438,2026-09-04,327
13439,2026-07-19,423
13440,2026-08-03,186
13441,2026-11-15,29
13442,2026-01-22,64
13443,2026-01-31,233
13444,2026-08-01,127
13445,2026-06-14,251
13446,2026-11-15,464
13447,2026-09-22,257
13448,2026-12-22,429
13449,2026-01-26,486
13450,2026-03-13,475
13451,2026-04-02,160
13452,2026-11-16,150
13453,2026-09-06,156
13454,2026-03-07,317
13455,2026-08-04,203
13456,2026-05-28,304
13457,2026-02-09,500
13458,2026-04-23,309
13459,2026-12-22,497
13460,2026-02-20,377
13461,2026-01-21,433
13462,2026-10-27,136
13463,2026-02-10,413
13464,2026-09-27,170
13465,2026-10-18,194
13466,2026-09-03,487
13467,2026-04-23,292
13468,2026-04-24,364
13469,2026-07-02,348
13470,2026-11-14,291
13471,2026-02-08,142
13472,2026-02-09,152
13473,2026-05-07,216
13474,2026-09-06,499
13475,2026-12-19,287
13476,2026-06-01,121
13477,2026-02-14,467
13478,2026-08-26,392
13479,2026-11-10,15
13480,2026-09-28,342
13481,2026-05-31,226
13482,2026-12-30,459
13483,2026-12-16,316
13484,2026-10-09,260
13485,2026-07-28,54
13486,2026-02-03,499
13487,2026-06-03,467
13488,2026-08-11,470
13489,2026-09-25,199
13490,2026-01-22,88
13491,2026-12-30,18
13492,2026-05-02,19
13493,2026-07-05,242
13494,2026-05-09,484
13495,2026-04-06,164
13496,2026-09-19,419
13497,2026-04-08,63
13498,2026-03-12,481
13499,2026-03-04,346
13500,2026-03-13,388
13501,2026-10-25,378
13502,2026-04-22,418
13503,2026-03-24,475
13504,2026-05-18,169
13505,2026-12-18,460
13506,2026-09-06,142
13507,2026-12-21,98
13508,2026-06-15,468
13509,2026-05-24,167
13510,2026-02-21,400
13511,2026-02-14,89
13512,2026-01-23,146
13513,2026-02-03,425
13514,2026-08-04,149
13515,2026-05-14,212
13516,2026-10-20,56
13517,2026-06-12,487
13518,2026-11-29,9
13519,2026-08-23,15
13520,2026-10-22,80
13521,2026-06-03,205
13522,2026-01-12,89
13523,2026-06-15,359
13524,2026-04-27,251
13525,2026-03-09,145
13526,2026-03-22,318
13527,2026-11-13,448
13528,2026-09-01,182
13529,2026-01-14,308
13530,2026-06-07,358
13531,2026-07-23,266
13532,2026-07-09,497
13533,2026-05-13,329
13534,2026-08-22,434
13535,2026-04-04,247
13536,2026-11-11,83
13537,2026-06-08,422
13538,2026-07-14,276
13539,2026-09-21,485
13540,2026-08-19,455
13541,2026-03-03,399
13542,2026-05-29,346
13543,2026-08-09,377
13544,2026-07-09,214
13545,2026-12-16,466
13546,2026-09-30,226
13547,2026-01-16,361
13548,2026-12-18,453
13549,2026-09-11,173
13550,2026-11-17,374
13551,2026-12-11,1
13552,2026-06-15,439
13553,2026-11-24,336
13554,2026-08-15,254
13555,2026-10-12,190
13556,2026-07-11,210
13557,2026-04-23,313
13558,2026-05-24,314
13559,2026-04-06,366
13560,2026-09-15,208
13561,2026-07-26,175
13562,2026-06-15,203
13563,2026-07-25,328
13564,2026-08-25,297
13565,2026-12-16,341
13566,2026-09-20,358
13567,2026-08-22,146
13568,2026-12-17,299
13569,2026-12-08,494
13570,2026-04-12,5
13571,2026-01-05,8
13572,2026-01-12,90
13573,2026-06-23,159
13574,2026-06-08,188
13575,2026-04-26,113
13576,2026-12-13,92
13577,2026-06-24,209
13578,2026-01-23,221
13579,2026-04-30,29
13580,2026-04-17,44
13581,2026-11-07,246
13582,2026-10-17,127
13583,2026-12-06,137
13584,2026-02-20,84
13585,2026-03-26,74
13586,2026-01-26,237
13587,2026-11-28,333
13588,2026-03-11,236
13589,2026-10-03,165
13590,2026-01-18,119
13591,2026-12-08,323
13592,2026-12-17,478
13593,2026-05-26,404
13594,2026-03-29,112
13595,2026-08-01,250
13596,2026-11-25,241
13597,2026-12-24,467
13598,2026-01-14,76
13599,2026-12-12,419
13600,2026-09-27,452
13601,2026-12-20,1
13602,2026-08-24,89
13603,2026-03-11,341
13604,2026-06-28,441
13605,2026-05-02,64
13606,2026-05-19,240
13607,2026-07-14,150
13608,2026-12-11,95
13609,2026-12-25,99
13610,2026-05-15,255
13611,2026-11-25,462
13612,2026-06-21,323
13613,2026-10-05,197
13614,2026-07-10,398
13615,2026-07-14,156
13616,2026-06-19,60
13617,2026-02-19,478
13618,2026-07-25,123
13619,2026-01-26,213
13620,2026-06-28,58
13621,2026-05-05,489
13622,2026-10-30,172
13623,2026-06-13,94
13624,2026-10-10,77
13625,2026-01-12,365
13626,2026-08-17,381
13627,2026-05-23,81
13628,2026-05-12,470
13629,2026-08-03,334
13630,2026-01-14,76
13631,2026-01-02,407
13632,2026-05-12,64
13633,2026-04-24,27
13634,2026-02-05,486
13635,2026-04-01,181
13636,2026-12-16,337
13637,2026-02-20,55
13638,2026-09-29,226
13639,2026-02-23,14
13640,2026-09-15,321
13641,2026-11-26,15
13642,2026-04-17,358
13643,2026-10-12,415
13644,2026-06-15,313
13645,2026-07-30,26
13646,2026-01-15,281
13647,2026-09-25,91
13648,2026-02-20,500
13649,2026-06-04,382
13650,2026-02-14,116
13651,2026-09-20,79
13652,2026-05-18,157
13653,2026-01-27,328
13654,2026-12-19,6
13655,2026-10-05,257
13656,2026-07-28,459
13657,2026-09-17,162
13658,2026-03-05,123
13659,2026-02-27,387
13660,2026-06-19,185
13661,2026-10-06,205
13662,2026-09-03,210
13663,2026-09-06,113
13664,2026-04-09,194
13665,2026-12-06,377
13666,2026-08-29,299
13667,2026-03-03,157
13668,2026-03-09,156
13669,2026-01-08,349
13670,2026-04-06,285
13671,2026-06-20,438
13672,2026-07-13,222
13673,2026-11-18,235
13674,2026-11-01,26
13675,2026-03-18,180
13676,2026-05-09,133
13677,2026-05-15,166
13678,2026-02-19,433
13679,2026-04-26,219
13680,2026-12-09,191
13681,2026-07-03,411
13682,2026-03-11,331
13683,2026-07-13,369
13684,2026-05-05,136
13685,2026-02-01,31
13686,2026-09-25,260
13687,2026-08-12,488
13688,2026-11-15,381
13689,2026-04-13,19
13690,2026-12-01,195
13691,2026-02-10,1
13692,2026-11-23,304
13693,2026-04-17,118
13694,2026-03-25,445
13695,2026-02-24,312
13696,2026-07-02,349
13697,2026-06-05,278
13698,2026-07-08,241
13699,2026-02-27,464
13700,2026-11-09,418
13701,2026-11-28,487
13702,2026-01-21,418
13703,2026-10-28,207
13704,2026-11-02,100
13705,2026-09-01,65
13706,2026-02-14,25
13707,2026-12-10,226
13708,2026-09-11,317
13709,2026-05-31,112
13710,2026-06-29,76
13711,2026-03-09,58
13712,2026-09-12,250
13713,2026-09-08,340
13714,2026-08-25,5
13715,2026-02-07,104
13716,2026-10-01,135
13717,2026-07-25,214
13718,2026-07-27,335
13719,2026-01-14,286
13720,2026-01-06,368
13721,2026-11-22,324
13722,2026-09-07,408
13723,2026-05-04,213
13724,2026-07-16,500
13725,2026-02-05,292
13726,2026-11-19,447
13727,2026-10-18,138
13728,2026-04-12,498
13729,2026-07-27,236
13730,2026-06-07,12
13731,2026-11-05,221
13732,2026-10-05,228
13733,2026-09-06,149
13734,2026-03-10,343
13735,2026-05-01,77
13736,2026-11-09,332
13737,2026-04-22,474
13738,2026-09-19,387
13739,2026-09-28,420
13740,2026-01-17,131
13741,2026-05-20,91
13742,2026-05-03,12
13743,2026-08-09,398
13744,2026-02-25,327
13745,2026-07-28,107
13746,2026-01-24,289
13747,2026-07-29,272
13748,2026-04-19,375
13749,2026-05-16,218
13750,2026-03-15,407
13751,2026-05-09,18
13752,2026-06-15,135
13753,2026-10-02,141
13754,2026-05-18,248
13755,2026-10-08,176
13756,2026-03-11,413
13757,2026-01-01,267
13758,2026-09-14,347
13759,2026-10-23,432
13760,2026-11-17,402
13761,2026-07-04,207
13762,2026-12-13,283
13763,2026-01-23,96
13764,2026-12-01,435
13765,2026-05-02,371
13766,2026-09-07,42
13767,2026-11-11,260
13768,2026-06-04,217
13769,2026-12-19,408
13770,2026-05-23,190
13771,2026-02-04,9
13772,2026-07-08,114
13773,2026-06-29,133
13774,2026-11-02,171
13775,2026-07-22,460
13776,2026-06-05,189
13777,2026-07-24,371
13778,2026-08-04,47
13779,2026-03-13,287
13780,2026-05-27,324
13781,2026-07-09,64
13782,2026-08-30,428
13783,2026-04-14,454
13784,2026-04-10,312
13785,2026-10-08,408
13786,2026-07-09,137
13787,2026-07-09,61
13788,2026-07-20,147
13789,2026-05-06,430
13790,2026-06-28,436
13791,2026-12-19,159
13792,2026-10-08,212
13793,2026-10-08,254
13794,2026-01-25,323
13795,2026-09-22,231
13796,2026-03-20,254
13797,2026-11-20,42
13798,2026-08-27,423
13799,2026-09-03,239
13800,2026-06-14,149
13801,2026-12-10,471
13802,2026-07-15,156
13803,2026-07-28,157
13804,2026-11-12,197
13805,2026-06-04,314
13806,2026-01-28,433
13807,2026-04-05,19
13808,2026-11-10,35
13809,2026-04-14,303
13810,2026-07-13,210
13811,2026-11-26,88
13812,2026-09-08,125
13813,2026-04-24,237
13814,2026-02-05,113
13815,2026-11-04,318
13816,2026-08-16,411
13817,2026-05-20,379
13818,2026-04-11,401
13819,2026-11-17,399
13820,2026-09-05,12
13821,2026-05-02,180
13822,2026-01-26,107
13823,2026-06-29,385
13824,2026-11-20,381
13825,2026-03-19,453
13826,2026-09-16,12
13827,2026-07-27,97
13828,2026-08-24,494
13829,2026-09-09,82
13830,2026-02-22,335
13831,2026-03-28,386
13832,2026-05-01,430
13833,2026-12-05,353
13834,2026-04-04,284
13835,2026-05-21,267
13836,2026-05-10,409
13837,2026-10-06,351
13838,2026-05-22,186
13839,2026-05-22,445
13840,2026-11-10,160
13841,2026-02-26,309
13842,2026-06-06,470
13843,2026-12-29,91
13844,2026-01-08,19
13845,2026-03-07,284
13846,2026-10-31,336
13847,2026-06-26,17
13848,2026-01-06,465
13849,2026-12-13,250
13850,2026-05-27,99
13851,2026-12-05,20
13852,2026-11-23,469
13853,2026-04-08,75
13854,2026-04-17,322
13855,2026-10-10,178
13856,2026-09-09,302
13857,2026-04-14,244
13858,2026-11-27,159
13859,2026-07-08,75
13860,2026-09-20,469
13861,2026-02-11,454
13862,2026-10-17,423
13863,2026-09-13,366
13864,2026-05-07,239
13865,2026-04-15,266
13866,2026-01-29,52
13867,2026-06-05,129
13868,2026-09-14,86
13869,2026-11-08,133
13870,2026-03-08,294
13871,2026-06-09,400
13872,2026-11-25,412
13873,2026-10-21,439
13874,2026-08-20,236
13875,2026-03-22,277
13876,2026-01-08,104
13877,2026-01-15,27
13878,2026-01-04,361
13879,2026-01-09,65
13880,2026-03-13,296
13881,2026-06-27,479
13882,2026-05-03,132
13883,2026-01-06,480
13884,2026-08-12,189
13885,2026-11-17,457
13886,2026-04-16,415
13887,2026-08-22,198
13888,2026-04-15,92
13889,2026-12-06,13
13890,2026-04-21,117
13891,2026-09-26,307
13892,2026-03-03,489
13893,2026-03-30,162
13894,2026-08-22,404
13895,2026-02-08,287
13896,2026-03-05,66
13897,2026-04-14,384
13898,2026-12-18,170
13899,2026-12-01,385
13900,2026-09-26,106
13901,2026-10-21,323
13902,2026-09-05,168
13903,2026-12-11,251
13904,2026-10-28,404
13905,2026-09-23,123
13906,2026-05-26,21
13907,2026-08-16,398
13908,2026-08-29,319
13909,2026-08-21,130
13910,2026-05-11,96
13911,2026-10-04,250
13912,2026-12-01,335
13913,2026-06-20,13
13914,2026-03-13,313
